block_idx,rows,bias_type,stop_at,final_entropy,entropy_curve
5602,112020-112039,physical-appearance,14,6.06724003102017,"[4.580148281356701, 4.70989833610844, 5.2597790887204265, 5.533321145270856, 5.549659985374888, 5.760056199221603, 5.88394908613485, 5.988482152226318, 6.0139731622645805, 6.037748803306959, 6.094250732104666, 6.081952852542829, 6.072696935020285, 6.087730583174893, 6.118963170060092, 6.117903181346468, 6.126510351019414, 6.080832410695042, 6.079016781564487, 6.06724003102017]"
5603,112040-112059,socioeconomic,16,5.943729677366847,"[3.9711408632873955, 4.266990881544959, 4.4603397335261965, 4.928511938743369, 5.171492917989959, 5.57189864087389, 5.64927757701094, 5.795517528058438, 5.827373267332853, 5.827797763364966, 5.909860646864258, 5.950076617926126, 5.987118116090958, 5.9949762639706305, 5.951258424081135, 5.965059332410838, 5.975754713699323, 5.960556488953636, 5.942918733686349, 5.943729677366847]"
5604,112060-112079,socioeconomic,14,5.364635094107884,"[4.477177619613196, 4.628221185200486, 4.671310185451982, 4.660020267410706, 4.753480711726801, 4.793219085221143, 4.97175636570326, 4.976125671976498, 5.096576215642646, 5.179238277663496, 5.251494527004455, 5.234840765662835, 5.241203205537852, 5.259498167664536, 5.309792242153378, 5.294391846052427, 5.352269550774307, 5.3540284309372845, 5.342939978266422, 5.364635094107884]"
5605,112080-112099,socioeconomic,16,5.761791761688833,"[4.446219622792855, 4.622118984207686, 4.676651476678499, 4.679927321553665, 4.77131293174497, 5.138004442258449, 5.263877561535294, 5.351640387262151, 5.365269679729495, 5.416845880366168, 5.4497620440287635, 5.488918926430994, 5.592930210452059, 5.593375902666192, 5.610928342679452, 5.61195747045707, 5.601528437795004, 5.636385539407456, 5.749229185717047, 5.761791761688833]"
5606,112100-112119,socioeconomic,15,5.7638642689537765,"[4.851197659639878, 5.1153052239732, 5.277525770520152, 5.503155335005536, 5.467102592177821, 5.569193582346276, 5.717230189276738, 5.665961101098844, 5.773015266703815, 5.837509697171534, 5.848681111347162, 5.876961315044415, 5.896941285597984, 5.854322989783028, 5.845256060723023, 5.86840938563097, 5.830331143361437, 5.802531103949272, 5.7856556280342115, 5.7638642689537765]"
5607,112120-112139,nationality,18,5.978750293842618,"[4.398725113327069, 4.979573973610444, 5.0551427432781555, 4.929934311864672, 4.910355338030916, 5.233518034078647, 5.396097547546777, 5.50683564386819, 5.578187707701077, 5.696082352999464, 5.808133501264901, 5.859619288869209, 5.937237332262279, 5.950684012309516, 6.0032351884297706, 5.989449764967844, 5.979241892923932, 5.999207461369247, 5.98544486144403, 5.978750293842618]"
5608,112140-112159,nationality,15,5.417389249791987,"[4.115202091768645, 4.52950254259692, 4.7891461009152865, 4.935556692071076, 4.947682638158228, 5.066817032157941, 5.151008152966345, 5.281878504410498, 5.422051016458895, 5.418504589765134, 5.410165714166569, 5.465061955905348, 5.422167518025986, 5.414588209706655, 5.377466843072892, 5.471418033423598, 5.434634351158072, 5.42839145374636, 5.399423935390153, 5.417389249791987]"
5609,112160-112179,nationality,14,6.107988291899784,"[4.366298967782153, 5.046355852155269, 5.063206408726197, 5.276434521866947, 5.395772865984176, 5.610375669383615, 5.847001046946686, 6.088324865130117, 6.03692601814209, 6.146121253563787, 6.230125715140725, 6.181689077783942, 6.164417745042103, 6.140197219484268, 6.119829011492645, 6.174401368515235, 6.146404662413423, 6.1462391922573945, 6.118425147559869, 6.107988291899784]"
5610,112180-112199,nationality,-1,6.004008945921444,"[4.851197659639878, 5.166627089392154, 5.160688866924194, 5.407045191393038, 5.602038688413419, 5.759357449602457, 5.844028094802204, 5.866608020131722, 5.859620038433177, 5.893791678899714, 5.8877021967184975, 5.943081807699075, 5.97134532101646, 5.941205641498989, 5.928913958655884, 5.952866983907364, 5.914152613667313, 5.972701811396226, 5.97220127560862, 6.004008945921444]"
5611,112200-112219,gender,18,5.7804212269087385,"[3.9711408632873955, 4.042611243985131, 4.434998527026576, 4.690821208343993, 4.69147056008112, 5.199772993186144, 5.487361839207258, 5.547534125848541, 5.602111618671985, 5.6201407180837775, 5.743416810094405, 5.711541108386673, 5.735292922655841, 5.768195923377314, 5.820838993193217, 5.813343140688138, 5.822051650290424, 5.794215842454322, 5.761171250887906, 5.7804212269087385]"
5612,112220-112239,gender,19,5.499293507395719,"[3.9711408632873955, 4.621949253776848, 4.7161057947361265, 4.786403334773486, 4.936580569818336, 5.0657245109740945, 5.048621780430722, 5.1428446331217685, 5.146121729151238, 5.320295589000734, 5.372571512532345, 5.408390978362236, 5.461208777937739, 5.511774591214372, 5.507891610741963, 5.532397030628671, 5.5005146866859675, 5.510875568983724, 5.4778413176766865, 5.499293507395719]"
5613,112240-112259,gender,20,5.9339349093039795,"[4.019418767758224, 4.247794245185445, 4.679484838917404, 4.699324287557225, 4.623533204178622, 5.113208920130358, 5.354740967740292, 5.425349118553476, 5.6339088059264775, 5.781848348334749, 5.840776532314826, 5.908344830459533, 5.876932656134624, 5.929815987501426, 5.960679677451504, 5.959503456934238, 5.995768623237575, 5.99270297318512, 5.954702360223741, 5.9339349093039795]"
5614,112260-112279,gender,15,5.98334545096292,"[4.580148281356701, 5.059923694615955, 5.125049033436678, 5.416935959684388, 5.679201968868251, 5.880129241518559, 5.92988619400565, 6.045782605008984, 6.137733896908327, 6.159773589408692, 6.113181165452715, 6.137615630492379, 6.096305636473903, 6.11375013816879, 6.076477988731122, 6.067854708811398, 6.028690541247091, 5.99291558330896, 6.008625069117286, 5.98334545096292]"
5615,112280-112299,physical-appearance,13,5.707008450066216,"[4.398725113327069, 4.870707041559923, 4.991592000293447, 4.868761400319317, 4.987733077937079, 5.610111566337352, 5.79858648541802, 5.83286795156981, 5.844079995891284, 5.8866709355529805, 5.891090899770424, 5.877485079317834, 5.896646724812798, 5.866379691198398, 5.831666710151581, 5.814624193659326, 5.804004836419592, 5.756572647039989, 5.721849845423883, 5.707008450066216]"
5616,112300-112319,physical-appearance,5,5.40620048773553,"[4.398725113327068, 4.90110182428363, 4.909803676085458, 4.918994273772289, 4.931718328220901, 5.023909901635237, 5.135713305644943, 5.237645609478716, 5.343150465005991, 5.4071862320329425, 5.396475741696482, 5.4297663600251935, 5.4659324971261, 5.468196254363365, 5.470827232071861, 5.453036337479276, 5.448981883624596, 5.429541973598624, 5.418132233630337, 5.40620048773553]"
5617,112320-112339,physical-appearance,-1,5.884783757780304,"[4.506179080388922, 4.813891405030293, 5.069882941993956, 5.158650948000196, 5.1933719289660045, 5.408076332175407, 5.558566184429573, 5.70808455275467, 5.693208994378878, 5.752176524197685, 5.765996449640016, 5.807350677693786, 5.857849303170074, 5.878904218208598, 5.866208048100502, 5.890501630754217, 5.876633546902104, 5.896844513955203, 5.881370503885716, 5.884783757780304]"
5618,112340-112359,physical-appearance,17,5.792710889713086,"[5.079315061297314, 5.118242325203411, 5.432594708600812, 5.651931839991784, 5.668691016263349, 5.768759353012793, 5.859347190950438, 5.795523670225754, 5.837653091159611, 5.855188580816855, 5.854870203656554, 5.908121240021843, 5.893564949052371, 5.9309597415887225, 5.91085334373243, 5.863736169413386, 5.830411032532571, 5.834712306750844, 5.814756814864191, 5.792710889713086]"
5619,112360-112379,race-color,16,5.850459084997936,"[4.976907626008736, 5.071053842626442, 5.134843247023791, 5.098249692560695, 5.069353802990895, 5.393476069913661, 5.6538953151453875, 5.701982970791916, 5.751687822624794, 5.782678678644373, 5.86948339188942, 5.875347435853916, 5.899237623978467, 5.880343107730014, 5.867706835594949, 5.871081015508205, 5.869994577820889, 5.849306242239827, 5.874378702815537, 5.850459084997936]"
5620,112380-112399,race-color,11,5.460465368786179,"[4.366298967782153, 4.503629796366218, 4.745265268469977, 4.8968239033470615, 5.046369377916813, 5.192970535611078, 5.3581309995558835, 5.482116121063928, 5.458893916570419, 5.460291807467697, 5.439200138103344, 5.460933398924121, 5.497168505151905, 5.478752138463695, 5.509599359426401, 5.48602289406629, 5.44713586375609, 5.44581218468723, 5.424650622397827, 5.460465368786179]"
5621,112400-112419,race-color,17,5.972879247439419,"[3.8111227973929624, 3.9186692311318274, 4.28163235356659, 4.7486853849631, 4.869011222643684, 5.291871027874909, 5.555076387415263, 5.646574454432869, 5.84342435065613, 5.9113494211507795, 5.919408855119985, 6.050806244729673, 6.007638494815052, 6.054346031361933, 6.027290088568084, 6.003604507292372, 5.9845938367190765, 5.9608692269228944, 5.962276410027016, 5.972879247439419]"
5622,112420-112439,race-color,15,6.008246242619301,"[4.851197659639878, 5.307356460426838, 5.226078201781796, 5.460286291605388, 5.5320256619811845, 5.825434423658182, 5.942931976730273, 6.000336550389561, 6.044507393932083, 6.055846242518092, 6.045388130733892, 6.130225322389821, 6.096506245226696, 6.058947536912095, 6.0400049081186955, 6.017104767284148, 6.052564113932812, 6.0161664911528066, 5.981954088122606, 6.008246242619301]"
5623,112440-112459,gender,14,5.96412041659907,"[4.851197659639878, 5.061286634161609, 5.043566744573289, 5.142305134060149, 5.246356323873823, 5.652239041210708, 5.857778136130397, 5.940705701755298, 6.018816321369016, 6.1138588334687345, 6.151609052513204, 6.104396910175025, 6.1126349886692655, 6.080297874975265, 6.078247191361319, 6.039822261498858, 5.994854100566973, 5.969883744117589, 5.943690772503335, 5.96412041659907]"
5624,112460-112479,gender,16,5.574278846671478,"[4.477177619613196, 4.683226404494751, 4.891503481829531, 4.875079595220249, 4.9547342441588125, 5.266688314876882, 5.310927747453855, 5.434294384072606, 5.374283573496027, 5.467524361741525, 5.509250370776893, 5.546117071791895, 5.582168838566329, 5.586431332866141, 5.555523133031137, 5.537466359397465, 5.529186042007603, 5.543302534488377, 5.554386751508026, 5.574278846671478]"
5625,112480-112499,gender,12,5.898229683011461,"[4.580148281356701, 4.743983905439216, 4.685268905979199, 4.783664956542729, 4.980361753386125, 5.3569264579516975, 5.576854047528622, 5.814799746941136, 5.917031243045146, 5.888831474314317, 5.869326730222531, 5.88367783746791, 5.862131285532492, 5.904359644877994, 5.898646924751391, 5.9151538056042, 5.930605331054565, 5.931231329222068, 5.907287732971042, 5.898229683011461]"
5626,112500-112519,gender,17,5.760770148452649,"[4.606298888701354, 4.693695646900564, 5.257058086733513, 5.249076186759719, 5.400690431359018, 5.596372420856644, 5.657189193500399, 5.788546608412971, 5.777506295552353, 5.773406597514088, 5.839826414852641, 5.845956118236989, 5.803248867338084, 5.845024267013073, 5.856119727960983, 5.819044686722011, 5.794924639053725, 5.758125597442609, 5.774984174674955, 5.760770148452649]"
5627,112520-112539,race-color,12,6.080012136698029,"[4.606298888701354, 4.70989833610844, 4.983953080765799, 5.3031886126630035, 5.356479702773535, 5.767261581320044, 5.9269669420721, 6.040515590113462, 6.082748668969989, 6.069752814799117, 6.065599357292339, 6.067466592700264, 6.125280555006319, 6.122873922154066, 6.0663852874370345, 6.0450307336247056, 6.049838346029891, 6.085589163721216, 6.093144734991624, 6.080012136698029]"
5628,112540-112559,race-color,18,5.289162719275099,"[4.156964543132577, 4.465518602859192, 4.591689524919365, 4.735104439032258, 4.880082585981412, 5.13288210399137, 5.2235230594212005, 5.196146300620262, 5.259620749183103, 5.28087074119482, 5.220643482611343, 5.2708709434320165, 5.314352548487406, 5.304812445612127, 5.333283292684902, 5.331748021009645, 5.298539884647228, 5.297823392698538, 5.314667933869586, 5.289162719275099]"
5629,112560-112579,race-color,-1,5.826984293572236,"[4.398725113327069, 4.448987523860392, 4.778252708990099, 4.801433592762333, 4.891894838826569, 5.223559507633191, 5.42337044299325, 5.4700159922569345, 5.600536991432934, 5.590357460373953, 5.661425913926658, 5.632084117935817, 5.663562218514826, 5.704210021848709, 5.740724785016318, 5.766482947180174, 5.7539149130905685, 5.760251267417696, 5.838286916536268, 5.826984293572236]"
5630,112580-112599,race-color,14,5.678837416749664,"[5.0072082393096204, 5.249355610277629, 5.1943167790073135, 5.302049033341127, 5.249608670590321, 5.447777959956347, 5.705554541628412, 5.786739772488038, 5.827520455501124, 5.846552714888849, 5.8693294089528845, 5.82211723551023, 5.827066145067332, 5.805909187371089, 5.778258173802272, 5.7473983849725485, 5.733627735284423, 5.724985630232562, 5.694895848946922, 5.678837416749664]"
5631,112600-112619,race-color,11,5.6052955122657435,"[4.366298967782153, 4.61523446015744, 4.839532077009398, 4.977347095862418, 5.038861269763571, 5.431520048600831, 5.6102547104246225, 5.721242261658618, 5.7394666678845585, 5.727330410843182, 5.732976767277235, 5.760230811550241, 5.763135252384195, 5.731034722053422, 5.70996756548846, 5.684290001602581, 5.694087330133397, 5.652570192375903, 5.63856345595674, 5.6052955122657435]"
5632,112620-112639,race-color,20,5.442889433808924,"[4.156964543132577, 4.213669632912603, 4.500496542230995, 4.569259944567407, 4.699914977294294, 4.772174111255433, 4.899912425406995, 4.996009325354632, 5.126938563218817, 5.197480558377594, 5.207005088965499, 5.3432417062781115, 5.334849652193079, 5.366515821351699, 5.377482674733654, 5.386158773208976, 5.41203465447551, 5.4266727845482405, 5.435720472201837, 5.442889433808924]"
5633,112640-112659,race-color,16,5.862155299659111,"[4.506179080388922, 4.61523446015744, 4.839532077009399, 4.863530883229473, 5.008582657326045, 5.353092873350941, 5.649926880538327, 5.72252809072555, 5.689835358205914, 5.659616288007102, 5.771427587890462, 5.797637624152657, 5.832719379560867, 5.848543411502802, 5.866567771081831, 5.880455720687447, 5.8703076231173466, 5.863686158233723, 5.865806394290433, 5.862155299659111]"
5634,112660-112679,race-color,12,5.819619026716322,"[4.871140863287396, 5.394066547666638, 5.198022598011816, 5.35795160443623, 5.285796544906929, 5.629040944701988, 5.746528210900719, 5.763565986485056, 5.865536220095724, 5.871296170525992, 5.854399855327729, 5.819053230782796, 5.84019801204967, 5.879062500378384, 5.875911350711389, 5.845537605668092, 5.813472440699675, 5.831675166235623, 5.840406779109301, 5.819619026716322]"
5635,112680-112699,race-color,13,5.817696105277864,"[4.477177619613196, 4.813503501516139, 4.605392824406578, 4.768574220338579, 4.989557563693354, 5.563717543320499, 5.644342897618837, 5.743355898337225, 5.795507560305253, 5.831711112541445, 5.812403277695729, 5.819935504809016, 5.814305012541079, 5.799115294489875, 5.803054060282033, 5.837354470490489, 5.817575691542172, 5.841540705319494, 5.835532419152609, 5.817696105277864]"
5636,112700-112719,race-color,13,5.449826808963256,"[4.676263300416702, 4.686635113239945, 4.732531883717915, 4.899026236610552, 5.004448329226666, 5.1871655212197965, 5.274315820905255, 5.345622249264433, 5.397883676213373, 5.500949977152105, 5.458303308548212, 5.462279963608421, 5.480849947552475, 5.493875809466192, 5.491234286407895, 5.474901078361674, 5.482098461852038, 5.479938042342064, 5.473004254307823, 5.449826808963256]"
5637,112720-112739,race-color,12,5.891133232319753,"[4.580148281356701, 4.598849709354639, 4.855588922869182, 4.9013172063519965, 5.1264854300450065, 5.435229448650227, 5.544583022947279, 5.7110018896712935, 5.862810712119014, 5.859677312324848, 5.8668503240755365, 5.868268981752931, 5.887213767619627, 5.868665398502891, 5.916908407164774, 5.908999133260046, 5.913524875165987, 5.904370470418219, 5.907360947649985, 5.891133232319753]"
5638,112740-112759,race-color,16,5.90308582676011,"[4.931309374917303, 4.734506079382726, 5.276759152623298, 5.37258580394685, 5.434391345327891, 5.5800225337894185, 5.8344314599423015, 5.860218450379378, 5.943406743548962, 5.932999906066536, 5.958820651190315, 5.9640857141529615, 6.000042478229708, 5.986715695604214, 5.999308871220465, 5.971062769241276, 5.957396028450717, 5.9408154061593965, 5.925398922075878, 5.90308582676011]"
5639,112760-112779,race-color,-1,6.204020024210823,"[4.606298888701354, 4.71266548630057, 4.996665546082905, 5.277539498088988, 5.29835798739195, 5.643771374890913, 5.840049500863502, 5.965466507984, 6.031389985773406, 6.058069125194796, 6.0470633133816, 6.0787812225512114, 6.0514772572061215, 6.114777864702188, 6.194770273019532, 6.178671698653776, 6.1945790410785575, 6.218795491500617, 6.221284241125703, 6.204020024210823]"
5640,112780-112799,race-color,13,5.428948510987227,"[3.9711408632873955, 4.709306474387851, 4.810714315262814, 4.931641948482691, 5.016055542263232, 5.120308537955945, 5.224053999248781, 5.317059180785284, 5.375711619234482, 5.460709707286147, 5.425850820941952, 5.410779045201557, 5.376858374947547, 5.470030198154023, 5.49742394875701, 5.465079878999397, 5.46201276994038, 5.464778052161503, 5.441801454491185, 5.428948510987227]"
5641,112800-112819,race-color,15,5.947670480334335,"[4.2827956538671605, 4.309687968647024, 4.659353478240443, 4.764038804230147, 4.830155909243867, 5.215021606079993, 5.44661177262241, 5.564047989248322, 5.769751068178441, 5.921276001654307, 5.938797346908094, 5.992291752582698, 5.953717204002962, 5.917153459722698, 5.894439583969477, 5.873605047816391, 5.925333154430551, 5.920197380298126, 5.954567328509468, 5.947670480334335]"
5642,112820-112839,race-color,12,5.9999765301069665,"[4.580148281356701, 5.285751104144993, 5.597141680078657, 5.541520545947013, 5.735681577768559, 5.869367277019194, 5.903683644980865, 5.9008300413186445, 5.963143403755983, 5.976540932190348, 5.969170992323396, 5.95891665502984, 5.946839275463668, 5.9981662632124175, 5.97663917190556, 6.009952485202937, 6.022636765999914, 6.004247770296901, 5.982469717859283, 5.9999765301069665]"
5643,112840-112859,nationality,13,5.841980378130608,"[4.366298967782153, 4.870707041559923, 4.796614235578447, 4.951086529138371, 5.057144440278026, 5.587235001837404, 5.8149394872386075, 5.857271633848411, 5.90065940204368, 5.933111027286246, 5.935790282991185, 5.909844505214186, 5.904042194020791, 5.92289972482165, 5.860472102096654, 5.872427388750631, 5.86434695867573, 5.840140404252713, 5.871241165889106, 5.841980378130608]"
5644,112860-112879,nationality,12,5.443783958829034,"[4.7663781546098525, 5.227316827472589, 5.195882701695259, 5.265351573579164, 5.368881608693377, 5.403243447156351, 5.4712410919785075, 5.454343805090363, 5.475580668788502, 5.4869446550884815, 5.473832365037459, 5.479407246485977, 5.422269794898934, 5.477910649147486, 5.503044885785759, 5.496390568442181, 5.529290716661323, 5.504170762401472, 5.466986679445911, 5.443783958829034]"
5645,112880-112899,nationality,12,5.737396103553483,"[4.477177619613196, 4.683867732585561, 4.822267730877057, 4.930378980417902, 5.071705202417061, 5.382652567665813, 5.51103932786225, 5.631954246628544, 5.659607464601315, 5.671123491280382, 5.677118739070243, 5.696965402136156, 5.776674096550175, 5.782559628269609, 5.737529976588283, 5.734017910534955, 5.723999606888916, 5.714435887763742, 5.714705397556636, 5.737396103553483]"
5646,112900-112919,nationality,16,5.751858833741467,"[5.024293000859552, 5.3538354084502595, 5.468645838402593, 5.524196519947189, 5.578918838834585, 5.758153274521125, 5.8762129167129915, 5.817200006463739, 5.790556747935735, 5.8181539162833875, 5.76951681805635, 5.767766489024699, 5.832117861254128, 5.851438449655644, 5.822606582650379, 5.773718098168648, 5.746701093912513, 5.762765715329018, 5.7624955490765535, 5.751858833741467]"
5647,112920-112939,nationality,18,6.032378374465243,"[4.7663781546098525, 5.0397122372941885, 5.372044894439145, 5.274981679915947, 5.4075937576792175, 5.677672696821263, 5.803642056044485, 5.949111992979277, 5.951182982332742, 6.006964132637989, 6.019213575596544, 6.090736973953288, 6.077013751448291, 6.083810137816588, 6.105665795788211, 6.073499892094858, 6.079095868281928, 6.059666965730766, 6.058405347951342, 6.032378374465243]"
5648,112940-112959,nationality,17,5.547309356125472,"[4.2461977277952645, 4.52950254259692, 5.043972674158055, 5.116683393475705, 5.18113489300179, 5.430775846147211, 5.482675019158503, 5.484895401310364, 5.46281254592103, 5.539815229832404, 5.587629104243643, 5.628104274449081, 5.606992086203982, 5.662720581719469, 5.646304722907814, 5.618576475975301, 5.591615138088674, 5.55980542999677, 5.536896994106432, 5.547309356125472]"
5649,112960-112979,nationality,17,5.849372973438497,"[4.2461977277952645, 4.465518602859192, 4.557459736862327, 4.412762882595336, 4.646631272271768, 5.032084481175052, 5.162483461175958, 5.332140545206072, 5.429198879447511, 5.604972555494336, 5.631840089534884, 5.7180877895952635, 5.756788117625586, 5.791245280443525, 5.7795311525190876, 5.77798528394328, 5.768231047057832, 5.839381285573747, 5.832404765926845, 5.849372973438497]"
5650,112980-112999,nationality,20,5.900921517105702,"[4.7663781546098525, 5.307356460426838, 5.3893590530084685, 5.327167932448718, 5.251755149282053, 5.627659089656919, 5.728721460538846, 5.770940587224653, 5.810344586405686, 5.8009584845222495, 5.885541430708864, 5.89487738399107, 5.916391791711487, 5.870751535782953, 5.843114165587256, 5.888553162314963, 5.931998148364099, 5.924787078904713, 5.917160481629004, 5.900921517105702]"
5651,113000-113019,religion,15,5.826509160320597,"[4.019418767758224, 4.4943725036769715, 5.046460232829182, 4.933088117510162, 4.93764388698229, 5.431986774407171, 5.611620037499666, 5.766116473833323, 5.8092218808391225, 5.797903743048169, 5.762027260736513, 5.837306546982213, 5.833170518386834, 5.846500489236494, 5.830710559785743, 5.836651759102815, 5.857439509127257, 5.876468325064128, 5.846472423401196, 5.826509160320597]"
5652,113020-113039,religion,14,5.31852895338907,"[4.2461977277952645, 4.35248914320935, 4.297249584439309, 4.472225497904995, 4.663636241814892, 4.8374694829092215, 4.955156626333391, 5.061321473104611, 5.165372347323093, 5.203426475486215, 5.253644998888641, 5.239302645510123, 5.258189039093259, 5.259567822326366, 5.22489938186294, 5.235014013474494, 5.271567223945628, 5.2454595744790735, 5.272366687243277, 5.31852895338907]"
5653,113040-113059,religion,15,5.821761499472133,"[4.580148281356701, 4.581202857803092, 4.470720926073584, 4.5869488298802885, 4.795540439392737, 5.130725973993814, 5.391393649770847, 5.56167410035845, 5.600344498767943, 5.6815189130295, 5.667265134578113, 5.759824057342767, 5.7363077874432555, 5.725789715165797, 5.744528431798219, 5.80450451322679, 5.797069035253909, 5.825802279012678, 5.826722163833594, 5.821761499472133]"
5654,113060-113079,religion,12,5.796590009437435,"[4.606298888701354, 4.839844315510067, 5.382948088304663, 5.453073888921556, 5.607836856987276, 5.6737657478125705, 5.736658263362749, 5.748604906306502, 5.798953152956709, 5.790498049380067, 5.744096532328915, 5.712057499740901, 5.675974065221199, 5.686049725322709, 5.730544051589365, 5.767710629915639, 5.802123452822848, 5.7795397357015785, 5.817113008259094, 5.796590009437435]"
5655,113080-113099,disability,15,5.889385394425729,"[4.288914391475925, 4.88666293161844, 5.272850644244173, 5.1934583842791575, 5.102182322359186, 5.62436098680754, 5.751210729267587, 5.828693927403181, 5.857950977385173, 5.917282467732881, 5.942764596103002, 6.01951178378556, 5.99768553416478, 6.013365162735319, 5.995464287911364, 5.975101612566238, 5.966301806277105, 5.9211899551741185, 5.901069591339283, 5.889385394425729]"
5656,113100-113119,disability,11,5.4044555433263906,"[5.0072082393096204, 5.047278846299755, 5.07548643597398, 5.2387210683694905, 5.1329935534585855, 5.176834975467044, 5.265318267032617, 5.359524393952448, 5.366305302529303, 5.361643377545383, 5.331134652391974, 5.34833637632251, 5.40133881476732, 5.384690715505967, 5.3513263699712885, 5.3861884085281915, 5.4032722562489095, 5.40108857747775, 5.40427691421797, 5.4044555433263906]"
5657,113120-113139,disability,13,5.714658689988214,"[4.788080558051804, 4.79196417997483, 4.63735505471717, 4.780991424757583, 4.844525265123802, 5.124135810462018, 5.355194230006822, 5.558151440401697, 5.581584843883079, 5.643207697026905, 5.643779890279523, 5.632575552338489, 5.625589903999103, 5.618670808710065, 5.66535222106496, 5.703226750708434, 5.71426723943888, 5.707769407141883, 5.705893222094347, 5.714658689988214]"
5658,113140-113159,disability,9,5.642442160006953,"[5.118642007765867, 4.906798425557404, 5.125928766337781, 5.277851592255628, 5.485773293845425, 5.562562067961414, 5.562825983078162, 5.571982911130976, 5.5576782644095415, 5.577028088897764, 5.616564652020628, 5.597717514144406, 5.580601621240862, 5.588724082049643, 5.558137339559126, 5.595648557022001, 5.621419716998546, 5.6149906121312405, 5.625927355019604, 5.642442160006953]"
5659,113160-113179,race-color,5,6.0245666020645725,"[5.095227083419365, 5.302049502933119, 5.265007383385962, 5.269195344143507, 5.232806036423397, 5.578378839728145, 5.696070515837571, 5.849323965482289, 5.974508045350407, 6.038577629809898, 6.057498896576864, 6.08268024294755, 6.0697508931355895, 6.044779206905696, 6.059176666402458, 6.034751803763442, 6.01318608937174, 6.040809487673548, 6.041489128333996, 6.0245666020645725]"
5660,113180-113199,race-color,14,5.425321121127412,"[4.366298967782153, 4.82260315094652, 5.063559578418207, 5.014037258161811, 5.130898521892511, 5.309586210399609, 5.382802489156303, 5.378717953362168, 5.423116667295769, 5.415311585793095, 5.474617023496149, 5.445375807282681, 5.453269962182077, 5.416248083909767, 5.4345556871720575, 5.411698928060448, 5.417300878562051, 5.414298113770337, 5.4401701052516485, 5.425321121127412]"
5661,113200-113219,race-color,14,5.891690303883383,"[4.580148281356701, 4.991417045119937, 5.01673910179247, 5.170359085487249, 5.193120997879455, 5.50785335689892, 5.653441755659601, 5.7244334129726395, 5.778016874318883, 5.777914397569998, 5.885126655349675, 5.857630196534825, 5.864391541287315, 5.876256064843709, 5.862160294236023, 5.894542015453284, 5.880327436049069, 5.900062763825547, 5.915139642258028, 5.891690303883383]"
5662,113220-113239,race-color,14,5.7962605101203675,"[5.0072082393096204, 5.397562385431118, 5.68124981000145, 5.736283669371451, 5.802301387612093, 5.82270473074808, 5.882099640397452, 5.894799633162501, 5.903242883741038, 5.946365423888536, 5.97021800004468, 5.935320905559646, 5.884077657606484, 5.89660839382357, 5.914348480366646, 5.873369961302761, 5.850148277806103, 5.824015303069726, 5.819324164691045, 5.7962605101203675]"
5663,113240-113259,physical-appearance,12,5.9353718240869995,"[4.398725113327069, 4.941090876031882, 4.946871469437069, 5.117954112326628, 5.156431870524046, 5.627601672727053, 5.723792248561256, 5.8586645179795, 5.944789964885687, 5.919217136403169, 5.896725642322003, 5.9116452730943285, 5.9058658351107205, 5.9031313283620435, 5.897227618332418, 5.9252920129464295, 5.976126639382311, 5.966802534301012, 5.928402620281749, 5.9353718240869995]"
5664,113260-113279,physical-appearance,20,5.561026144851069,"[4.366298967782153, 4.822603150946521, 4.851204100715901, 4.971821208776843, 5.009757680504713, 5.184399641800306, 5.247237556969993, 5.328528232170419, 5.330032343231412, 5.390175023914434, 5.410547203246992, 5.394092560979633, 5.401694047381735, 5.431426754595469, 5.431010314875671, 5.442444457091161, 5.554424274075974, 5.557873442002996, 5.548619374702048, 5.561026144851069]"
5665,113280-113299,physical-appearance,18,5.847110449738519,"[4.580148281356701, 4.933426420305581, 4.868779358784034, 4.926782700059724, 5.034818367374533, 5.277877105234612, 5.48600379573941, 5.4640987934173, 5.562549319940148, 5.6029324382798915, 5.737284654288753, 5.735229944552636, 5.819076704283757, 5.842141805419601, 5.890494547544659, 5.857610406530474, 5.858143378213574, 5.834343678091507, 5.862417196938208, 5.847110449738519]"
5666,113300-113319,physical-appearance,16,5.847779576206023,"[4.931309374917303, 5.290472233540338, 5.636637555567934, 5.618322225128686, 5.554240152325671, 5.684408875047589, 5.678444259673379, 5.765978946212871, 5.766972418101884, 5.837107240909503, 5.8629115989048435, 5.885647792267498, 5.9161042902742045, 5.908513676841933, 5.925475621886416, 5.932548512501679, 5.894957849419654, 5.855408118769211, 5.85958238845917, 5.847779576206023]"
5667,113320-113339,race-color,16,6.0979811458473465,"[4.398725113327069, 4.858625799654776, 5.116494825405432, 5.287521411241535, 5.327637273827185, 5.710704622710777, 5.813838909322754, 5.905743047798315, 5.900666884916796, 6.013125037994646, 6.028552495491333, 6.079166018567826, 6.106314719988069, 6.106665466003525, 6.117081428909708, 6.1228556138835035, 6.134486516252916, 6.113593824290446, 6.087683340099034, 6.0979811458473465]"
